function_name,docstring,function_body,file_path
setup_nodes,,"def setup_nodes(output_path, capturing_material_alpha: bool=False):
    tree = bpy.context.scene.node_tree
    links = tree.links
    for node in tree.nodes:
        tree.nodes.remove(node)

    def node_op(op: str, *args, clamp=False):
        node = tree.nodes.new(type='CompositorNodeMath')
        node.operation = op
        if clamp:
            node.use_clamp = True
        for i, arg in enumerate(args):
            if isinstance(arg, (int, float)):
                node.inputs[i].default_value = arg
            else:
                links.new(arg, node.inputs[i])
        return node.outputs[0]

    def node_clamp(x, maximum=1.0):
        return node_op('MINIMUM', x, maximum)

    def node_mul(x, y, **kwargs):
        return node_op('MULTIPLY', x, y, **kwargs)
    input_node = tree.nodes.new(type='CompositorNodeRLayers')
    input_node.scene = bpy.context.scene
    input_sockets = {}
    for output in input_node.outputs:
        input_sockets[output.name] = output
    if capturing_material_alpha:
        color_socket = input_sockets['Image']
    else:
        raw_color_socket = input_sockets['Image']
        color_node = tree.nodes.new(type='CompositorNodeConvertColorSpace')
        color_node.from_color_space = 'Linear'
        color_node.to_color_space = 'sRGB'
        tree.links.new(raw_color_socket, color_node.inputs[0])
        color_socket = color_node.outputs[0]
    split_node = tree.nodes.new(type='CompositorNodeSepRGBA')
    tree.links.new(color_socket, split_node.inputs[0])
    for i, channel in (enumerate('rgba') if not capturing_material_alpha else
        [(0, 'MatAlpha')]):
        output_node = tree.nodes.new(type='CompositorNodeOutputFile')
        output_node.base_path = f'{output_path}_{channel}'
        links.new(split_node.outputs[i], output_node.inputs[0])
    if capturing_material_alpha:
        return
    depth_out = node_clamp(node_mul(input_sockets['Depth'], 1 / MAX_DEPTH))
    output_node = tree.nodes.new(type='CompositorNodeOutputFile')
    output_node.base_path = f'{output_path}_depth'
    links.new(depth_out, output_node.inputs[0])
",point_e\evals\scripts\blender_script.py
render_scene,,"def render_scene(output_path, fast_mode: bool):
    use_workbench = bpy.context.scene.render.engine == 'BLENDER_WORKBENCH'
    if use_workbench:
        bpy.context.scene.render.engine = 'BLENDER_EEVEE'
        bpy.context.scene.eevee.taa_render_samples = 1
    if fast_mode:
        if bpy.context.scene.render.engine == 'BLENDER_EEVEE':
            bpy.context.scene.eevee.taa_render_samples = 1
        elif bpy.context.scene.render.engine == 'CYCLES':
            bpy.context.scene.cycles.samples = 256
    elif bpy.context.scene.render.engine == 'CYCLES':
        bpy.context.scene.cycles.time_limit = 40
    bpy.context.view_layer.update()
    bpy.context.scene.use_nodes = True
    bpy.context.scene.view_layers['ViewLayer'].use_pass_z = True
    bpy.context.scene.view_settings.view_transform = 'Raw'
    bpy.context.scene.render.film_transparent = True
    bpy.context.scene.render.resolution_x = 512
    bpy.context.scene.render.resolution_y = 512
    bpy.context.scene.render.image_settings.file_format = 'PNG'
    bpy.context.scene.render.image_settings.color_mode = 'BW'
    bpy.context.scene.render.image_settings.color_depth = '16'
    bpy.context.scene.render.filepath = output_path
    setup_nodes(output_path)
    bpy.ops.render.render(write_still=True)
    for channel_name in ['r', 'g', 'b', 'a', 'depth']:
        sub_dir = f'{output_path}_{channel_name}'
        image_path = os.path.join(sub_dir, os.listdir(sub_dir)[0])
        name, ext = os.path.splitext(output_path)
        if channel_name == 'depth' or not use_workbench:
            os.rename(image_path, f'{name}_{channel_name}{ext}')
        else:
            os.remove(image_path)
        os.removedirs(sub_dir)
    if use_workbench:
        bpy.context.scene.use_nodes = False
        bpy.context.scene.render.engine = 'BLENDER_WORKBENCH'
        bpy.context.scene.render.image_settings.color_mode = 'RGBA'
        bpy.context.scene.render.image_settings.color_depth = '8'
        bpy.context.scene.display.shading.color_type = 'TEXTURE'
        bpy.context.scene.display.shading.light = 'FLAT'
        if fast_mode:
            bpy.context.scene.display.render_aa = 'FXAA'
        os.remove(output_path)
        bpy.ops.render.render(write_still=True)
        bpy.context.scene.render.image_settings.color_mode = 'BW'
        bpy.context.scene.render.image_settings.color_depth = '16'
",point_e\evals\scripts\blender_script.py
scene_fov,,"def scene_fov():
    x_fov = bpy.context.scene.camera.data.angle_x
    y_fov = bpy.context.scene.camera.data.angle_y
    width = bpy.context.scene.render.resolution_x
    height = bpy.context.scene.render.resolution_y
    if bpy.context.scene.camera.data.angle == x_fov:
        y_fov = 2 * math.atan(math.tan(x_fov / 2) * height / width)
    else:
        x_fov = 2 * math.atan(math.tan(y_fov / 2) * width / height)
    return x_fov, y_fov
",point_e\evals\scripts\blender_script.py
write_camera_metadata,,"def write_camera_metadata(path):
    x_fov, y_fov = scene_fov()
    bbox_min, bbox_max = scene_bbox()
    matrix = bpy.context.scene.camera.matrix_world
    with open(path, 'w') as f:
        json.dump(dict(format_version=FORMAT_VERSION, max_depth=MAX_DEPTH,
            bbox=[list(bbox_min), list(bbox_max)], origin=list(matrix.col[3
            ])[:3], x_fov=x_fov, y_fov=y_fov, x=list(matrix.col[0])[:3], y=
            list(-matrix.col[1])[:3], z=list(-matrix.col[2])[:3]), f)
",point_e\evals\scripts\blender_script.py
save_rendering_dataset,,"def save_rendering_dataset(input_path: str, output_path: str, num_images:
    int, backend: str, light_mode: str, camera_pose: str, camera_dist_min:
    float, camera_dist_max: float, fast_mode: bool):
    assert light_mode in ['random', 'uniform', 'camera']
    assert camera_pose in ['random', 'z-circular', 'z-circular-elevated']
    import_model(input_path)
    bpy.context.scene.render.engine = backend
    normalize_scene()
    if light_mode == 'random':
        create_random_lights()
    elif light_mode == 'uniform':
        create_uniform_light(backend)
    create_camera()
    create_vertex_color_shaders()
    for i in range(num_images):
        t = i / max(num_images - 1, 1)
        place_camera(t, camera_pose_mode=camera_pose, camera_dist_min=
            camera_dist_min, camera_dist_max=camera_dist_max)
        if light_mode == 'camera':
            create_camera_light()
        render_scene(os.path.join(output_path, f'{i:05}.png'), fast_mode=
            fast_mode)
        write_camera_metadata(os.path.join(output_path, f'{i:05}.json'))
    with open(os.path.join(output_path, 'info.json'), 'w') as f:
        info = dict(backend=backend, light_mode=light_mode, fast_mode=
            fast_mode, format_version=FORMAT_VERSION, channels=['R', 'G',
            'B', 'A', 'D'], scale=0.5)
        json.dump(info, f)
",point_e\evals\scripts\blender_script.py
main,,"def main():
    try:
        dash_index = sys.argv.index('--')
    except ValueError as exc:
        raise ValueError(""arguments must be preceded by '--'"") from exc
    raw_args = sys.argv[dash_index + 1:]
    parser = argparse.ArgumentParser()
    parser.add_argument('--input_path', required=True, type=str)
    parser.add_argument('--output_path', required=True, type=str)
    parser.add_argument('--num_images', type=int, default=20)
    parser.add_argument('--backend', type=str, default='BLENDER_EEVEE')
    parser.add_argument('--light_mode', type=str, default='uniform')
    parser.add_argument('--camera_pose', type=str, default='random')
    parser.add_argument('--camera_dist_min', type=float, default=2.0)
    parser.add_argument('--camera_dist_max', type=float, default=2.0)
    parser.add_argument('--fast_mode', action='store_true')
    args = parser.parse_args(raw_args)
    save_rendering_dataset(input_path=args.input_path, output_path=args.
        output_path, num_images=args.num_images, backend=args.backend,
        light_mode=args.light_mode, camera_pose=args.camera_pose,
        camera_dist_min=args.camera_dist_min, camera_dist_max=args.
        camera_dist_max, fast_mode=args.fast_mode)
",point_e\evals\scripts\blender_script.py
main,,"def main():
    parser = argparse.ArgumentParser()
    parser.add_argument('--cache_dir', type=str, default=None)
    parser.add_argument('batch_1', type=str)
    parser.add_argument('batch_2', type=str)
    args = parser.parse_args()
    print('creating classifier...')
    clf = PointNetClassifier(devices=get_torch_devices(), cache_dir=args.
        cache_dir)
    print('computing first batch activations')
    features_1, _ = clf.features_and_preds(NpzStreamer(args.batch_1))
    stats_1 = compute_statistics(features_1)
    del features_1
    features_2, _ = clf.features_and_preds(NpzStreamer(args.batch_2))
    stats_2 = compute_statistics(features_2)
    del features_2
    print(f'P-FID: {stats_1.frechet_distance(stats_2)}')
",point_e\evals\scripts\evaluate_pfid.py
main,,"def main():
    parser = argparse.ArgumentParser()
    parser.add_argument('--cache_dir', type=str, default=None)
    parser.add_argument('batch', type=str)
    args = parser.parse_args()
    print('creating classifier...')
    clf = PointNetClassifier(devices=get_torch_devices(), cache_dir=args.
        cache_dir)
    print('computing batch predictions')
    _, preds = clf.features_and_preds(NpzStreamer(args.batch))
    print(f'P-IS: {compute_inception_score(preds)}')
",point_e\evals\scripts\evaluate_pis.py
checkpoint,"Evaluate a function without caching intermediate activations, allowing for
reduced memory at the expense of extra compute in the backward pass.
:param func: the function to evaluate.
:param inputs: the argument sequence to pass to `func`.
:param params: a sequence of parameters `func` depends on but does not
               explicitly take as arguments.
:param flag: if False, disable gradient checkpointing.","def checkpoint(func: Callable[..., Union[torch.Tensor, Sequence[torch.
    Tensor]]], inputs: Sequence[torch.Tensor], params: Iterable[torch.
    Tensor], flag: bool):
    """"""""""""
    if flag:
        args = tuple(inputs) + tuple(params)
        return CheckpointFunction.apply(func, len(inputs), *args)
    else:
        return func(*inputs)
",point_e\models\checkpoint.py
forward,,"@staticmethod
def forward(ctx, run_function, length, *args):
    ctx.run_function = run_function
    ctx.input_tensors = list(args[:length])
    ctx.input_params = list(args[length:])
    with torch.no_grad():
        output_tensors = ctx.run_function(*ctx.input_tensors)
    return output_tensors
",point_e\models\checkpoint.py
backward,,"@staticmethod
def backward(ctx, *output_grads):
    ctx.input_tensors = [x.detach().requires_grad_(True) for x in ctx.
        input_tensors]
    with torch.enable_grad():
        shallow_copies = [x.view_as(x) for x in ctx.input_tensors]
        output_tensors = ctx.run_function(*shallow_copies)
    input_grads = torch.autograd.grad(output_tensors, ctx.input_tensors +
        ctx.input_params, output_grads, allow_unused=True)
    del ctx.input_tensors
    del ctx.input_params
    del output_tensors
    return (None, None) + input_grads
",point_e\models\checkpoint.py
model_from_config,,"def model_from_config(config: Dict[str, Any], device: torch.device
    ) ->nn.Module:
    config = config.copy()
    name = config.pop('name')
    if name == 'PointDiffusionTransformer':
        return PointDiffusionTransformer(device=device, dtype=torch.float32,
            **config)
    elif name == 'CLIPImagePointDiffusionTransformer':
        return CLIPImagePointDiffusionTransformer(device=device, dtype=
            torch.float32, **config)
    elif name == 'CLIPImageGridPointDiffusionTransformer':
        return CLIPImageGridPointDiffusionTransformer(device=device, dtype=
            torch.float32, **config)
    elif name == 'UpsamplePointDiffusionTransformer':
        return UpsamplePointDiffusionTransformer(device=device, dtype=torch
            .float32, **config)
    elif name == 'CLIPImageGridUpsamplePointDiffusionTransformer':
        return CLIPImageGridUpsamplePointDiffusionTransformer(device=device,
            dtype=torch.float32, **config)
    elif name == 'CrossAttentionPointCloudSDFModel':
        return CrossAttentionPointCloudSDFModel(device=device, dtype=torch.
            float32, **config)
    raise ValueError(f'unknown model name: {name}')
",point_e\models\configs.py
default_cache_dir,,"@lru_cache()
def default_cache_dir() ->str:
    return os.path.join(os.path.abspath(os.getcwd()), 'point_e_model_cache')
",point_e\models\download.py
fetch_file_cached,"Download the file at the given URL into a local file and return the path.
If cache_dir is specified, it will be used to download the files.
Otherwise, default_cache_dir() is used.","def fetch_file_cached(url: str, progress: bool=True, cache_dir: Optional[
    str]=None, chunk_size: int=4096) ->str:
    """"""""""""
    if cache_dir is None:
        cache_dir = default_cache_dir()
    os.makedirs(cache_dir, exist_ok=True)
    local_path = os.path.join(cache_dir, url.split('/')[-1])
    if os.path.exists(local_path):
        return local_path
    response = requests.get(url, stream=True)
    size = int(response.headers.get('content-length', '0'))
    with FileLock(local_path + '.lock'):
        if progress:
            pbar = tqdm(total=size, unit='iB', unit_scale=True)
        tmp_path = local_path + '.tmp'
        with open(tmp_path, 'wb') as f:
            for chunk in response.iter_content(chunk_size):
                if progress:
                    pbar.update(len(chunk))
                f.write(chunk)
        os.rename(tmp_path, local_path)
        if progress:
            pbar.close()
        return local_path
",point_e\models\download.py
load_checkpoint,,"def load_checkpoint(checkpoint_name: str, device: torch.device, progress:
    bool=True, cache_dir: Optional[str]=None, chunk_size: int=4096) ->Dict[
    str, torch.Tensor]:
    if checkpoint_name not in MODEL_PATHS:
        raise ValueError(
            f'Unknown checkpoint name {checkpoint_name}. Known names are: {MODEL_PATHS.keys()}.'
            )
    path = fetch_file_cached(MODEL_PATHS[checkpoint_name], progress=
        progress, cache_dir=cache_dir, chunk_size=chunk_size)
    return torch.load(path, map_location=device)
",point_e\models\download.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_data: int,
    width: int, heads: int, init_scale: float, data_width: Optional[int]=None):
    super().__init__()
    self.n_data = n_data
    self.width = width
    self.heads = heads
    self.data_width = width if data_width is None else data_width
    self.c_q = nn.Linear(width, width, device=device, dtype=dtype)
    self.c_kv = nn.Linear(self.data_width, width * 2, device=device, dtype=
        dtype)
    self.c_proj = nn.Linear(width, width, device=device, dtype=dtype)
    self.attention = QKVMultiheadCrossAttention(device=device, dtype=dtype,
        heads=heads, n_data=n_data)
    init_linear(self.c_q, init_scale)
    init_linear(self.c_kv, init_scale)
    init_linear(self.c_proj, init_scale)
",point_e\models\perceiver.py
forward,,"def forward(self, x, data):
    x = self.c_q(x)
    data = self.c_kv(data)
    x = checkpoint(self.attention, (x, data), (), True)
    x = self.c_proj(x)
    return x
",point_e\models\perceiver.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, heads: int,
    n_data: int):
    super().__init__()
    self.device = device
    self.dtype = dtype
    self.heads = heads
    self.n_data = n_data
",point_e\models\perceiver.py
forward,,"def forward(self, q, kv):
    _, n_ctx, _ = q.shape
    bs, n_data, width = kv.shape
    attn_ch = width // self.heads // 2
    scale = 1 / math.sqrt(math.sqrt(attn_ch))
    q = q.view(bs, n_ctx, self.heads, -1)
    kv = kv.view(bs, n_data, self.heads, -1)
    k, v = torch.split(kv, attn_ch, dim=-1)
    weight = torch.einsum('bthc,bshc->bhts', q * scale, k * scale)
    wdtype = weight.dtype
    weight = torch.softmax(weight.float(), dim=-1).type(wdtype)
    return torch.einsum('bhts,bshc->bthc', weight, v).reshape(bs, n_ctx, -1)
",point_e\models\perceiver.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_data: int,
    width: int, heads: int, data_width: Optional[int]=None, init_scale:
    float=1.0):
    super().__init__()
    if data_width is None:
        data_width = width
    self.attn = MultiheadCrossAttention(device=device, dtype=dtype, n_data=
        n_data, width=width, heads=heads, data_width=data_width, init_scale
        =init_scale)
    self.ln_1 = nn.LayerNorm(width, device=device, dtype=dtype)
    self.ln_2 = nn.LayerNorm(data_width, device=device, dtype=dtype)
    self.mlp = MLP(device=device, dtype=dtype, width=width, init_scale=
        init_scale)
    self.ln_3 = nn.LayerNorm(width, device=device, dtype=dtype)
",point_e\models\perceiver.py
forward,,"def forward(self, x: torch.Tensor, data: torch.Tensor):
    x = x + self.attn(self.ln_1(x), self.ln_2(data))
    x = x + self.mlp(self.ln_3(x))
    return x
",point_e\models\perceiver.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_data: int,
    width: int, layers: int, heads: int, init_scale: float=0.25, data_width:
    Optional[int]=None):
    super().__init__()
    self.width = width
    self.layers = layers
    init_scale = init_scale * math.sqrt(1.0 / width)
    self.resblocks = nn.ModuleList([ResidualCrossAttentionBlock(device=
        device, dtype=dtype, n_data=n_data, width=width, heads=heads,
        init_scale=init_scale, data_width=data_width) for _ in range(layers)])
",point_e\models\perceiver.py
forward,,"def forward(self, x: torch.Tensor, data: torch.Tensor):
    for block in self.resblocks:
        x = block(x, data)
    return x
",point_e\models\perceiver.py
_image_to_pil,,"def _image_to_pil(obj: Optional[ImageType]) ->Image.Image:
    if obj is None:
        return Image.fromarray(np.zeros([64, 64, 3], dtype=np.uint8))
    if isinstance(obj, np.ndarray):
        return Image.fromarray(obj.astype(np.uint8))
    elif isinstance(obj, torch.Tensor):
        return Image.fromarray(obj.detach().cpu().numpy().astype(np.uint8))
    else:
        return obj
",point_e\models\pretrained_clip.py
__init__,,"def __init__(self, device: torch.device, dtype: Optional[torch.dtype]=torch
    .float32, ensure_used_params: bool=True, clip_name: str='ViT-L/14',
    cache_dir: Optional[str]=None):
    super().__init__()
    assert clip_name in ['ViT-L/14', 'ViT-B/32']
    self.device = device
    self.ensure_used_params = ensure_used_params
    import clip
    self.clip_model, self.preprocess = clip.load(clip_name, device=device,
        download_root=cache_dir or default_cache_dir())
    self.clip_name = clip_name
    if dtype is not None:
        self.clip_model.to(dtype)
    self._tokenize = clip.tokenize
",point_e\models\pretrained_clip.py
feature_dim,,"@property
def feature_dim(self) ->int:
    if self.clip_name == 'ViT-L/14':
        return 768
    else:
        return 512
",point_e\models\pretrained_clip.py
grid_size,,"@property
def grid_size(self) ->int:
    if self.clip_name == 'ViT-L/14':
        return 16
    else:
        return 7
",point_e\models\pretrained_clip.py
grid_feature_dim,,"@property
def grid_feature_dim(self) ->int:
    if self.clip_name == 'ViT-L/14':
        return 1024
    else:
        return 768
",point_e\models\pretrained_clip.py
forward,"Generate a batch of embeddings from a mixture of images, texts,
precomputed embeddings, and possibly empty values.

For each batch element, at most one of images, texts, and embeddings
should have a non-None value. Embeddings from multiple modalities
cannot be mixed for a single batch element. If no modality is provided,
a zero embedding will be used for the batch element.","def forward(self, batch_size: int, images: Optional[Iterable[Optional[
    ImageType]]]=None, texts: Optional[Iterable[Optional[str]]]=None,
    embeddings: Optional[Iterable[Optional[torch.Tensor]]]=None
    ) ->torch.Tensor:
    """"""""""""
    image_seq = [None] * batch_size if images is None else list(images)
    text_seq = [None] * batch_size if texts is None else list(texts)
    embedding_seq = [None] * batch_size if embeddings is None else list(
        embeddings)
    assert len(image_seq
        ) == batch_size, 'number of images should match batch size'
    assert len(text_seq
        ) == batch_size, 'number of texts should match batch size'
    assert len(embedding_seq
        ) == batch_size, 'number of embeddings should match batch size'
    if self.ensure_used_params:
        return self._static_multimodal_embed(images=image_seq, texts=
            text_seq, embeddings=embedding_seq)
    result = torch.zeros((batch_size, self.feature_dim), device=self.device)
    index_images = []
    index_texts = []
    for i, (image, text, emb) in enumerate(zip(image_seq, text_seq,
        embedding_seq)):
        assert sum([int(image is not None), int(text is not None), int(emb
             is not None)]
            ) < 2, 'only one modality may be non-None per batch element'
        if image is not None:
            index_images.append((i, image))
        elif text is not None:
            index_texts.append((i, text))
        elif emb is not None:
            result[i] = emb.to(result)
    if len(index_images):
        embs = self.embed_images(img for _, img in index_images)
        for (i, _), emb in zip(index_images, embs):
            result[i] = emb.to(result)
    if len(index_texts):
        embs = self.embed_text(text for _, text in index_texts)
        for (i, _), emb in zip(index_texts, embs):
            result[i] = emb.to(result)
    return result
",point_e\models\pretrained_clip.py
_static_multimodal_embed,"Like forward(), but always runs all encoders to ensure that
the forward graph looks the same on every rank.","def _static_multimodal_embed(self, images: List[Optional[ImageType]]=None,
    texts: List[Optional[str]]=None, embeddings: List[Optional[torch.Tensor
    ]]=None) ->torch.Tensor:
    """"""""""""
    image_emb = self.embed_images(images)
    text_emb = self.embed_text(t if t else '' for t in texts)
    joined_embs = torch.stack([(emb.to(device=self.device, dtype=torch.
        float32) if emb is not None else torch.zeros(self.feature_dim,
        device=self.device)) for emb in embeddings], dim=0)
    image_flag = torch.tensor([(x is not None) for x in images], device=
        self.device)[:, None].expand_as(image_emb)
    text_flag = torch.tensor([(x is not None) for x in texts], device=self.
        device)[:, None].expand_as(image_emb)
    emb_flag = torch.tensor([(x is not None) for x in embeddings], device=
        self.device)[:, None].expand_as(image_emb)
    return image_flag.float() * image_emb + text_flag.float(
        ) * text_emb + emb_flag.float(
        ) * joined_embs + self.clip_model.logit_scale * 0
",point_e\models\pretrained_clip.py
embed_images,":param xs: N images, stored as numpy arrays, tensors, or PIL images.
:return: an [N x D] tensor of features.","def embed_images(self, xs: Iterable[Optional[ImageType]]) ->torch.Tensor:
    """"""""""""
    clip_inputs = self.images_to_tensor(xs)
    results = self.clip_model.encode_image(clip_inputs).float()
    return results / torch.linalg.norm(results, dim=-1, keepdim=True)
",point_e\models\pretrained_clip.py
embed_text,Embed text prompts as an [N x D] tensor.,"def embed_text(self, prompts: Iterable[str]) ->torch.Tensor:
    """"""""""""
    enc = self.clip_model.encode_text(self._tokenize(list(prompts),
        truncate=True).to(self.device)).float()
    return enc / torch.linalg.norm(enc, dim=-1, keepdim=True)
",point_e\models\pretrained_clip.py
embed_images_grid,"Embed images into latent grids.

:param xs: an iterable of images to embed.
:return: a tensor of shape [N x C x L], where L = self.grid_size**2.","def embed_images_grid(self, xs: Iterable[Optional[ImageType]]) ->torch.Tensor:
    """"""""""""
    if self.ensure_used_params:
        extra_value = 0.0
        for p in self.parameters():
            extra_value = extra_value + p.mean() * 0.0
    else:
        extra_value = 0.0
    x = self.images_to_tensor(xs).to(self.clip_model.dtype)
    vt = self.clip_model.visual
    x = vt.conv1(x)
    x = x.reshape(x.shape[0], x.shape[1], -1)
    x = x.permute(0, 2, 1)
    x = torch.cat([vt.class_embedding.to(x.dtype) + torch.zeros(x.shape[0],
        1, x.shape[-1], dtype=x.dtype, device=x.device), x], dim=1)
    x = x + vt.positional_embedding.to(x.dtype)
    x = vt.ln_pre(x)
    x = x.permute(1, 0, 2)
    x = vt.transformer(x)
    x = x.permute(1, 2, 0)
    return x[..., 1:].contiguous().float() + extra_value
",point_e\models\pretrained_clip.py
images_to_tensor,,"def images_to_tensor(self, xs: Iterable[Optional[ImageType]]) ->torch.Tensor:
    return torch.stack([self.preprocess(_image_to_pil(x)) for x in xs], dim=0
        ).to(self.device)
",point_e\models\pretrained_clip.py
__init__,,"def __init__(self, device: torch.device, **kwargs):
    self.model = ImageCLIP(device, dtype=None, ensure_used_params=False, **
        kwargs)
    for parameter in self.model.parameters():
        parameter.requires_grad_(False)
",point_e\models\pretrained_clip.py
feature_dim,,"@property
def feature_dim(self) ->int:
    return self.model.feature_dim
",point_e\models\pretrained_clip.py
grid_size,,"@property
def grid_size(self) ->int:
    return self.model.grid_size
",point_e\models\pretrained_clip.py
grid_feature_dim,,"@property
def grid_feature_dim(self) ->int:
    return self.model.grid_feature_dim
",point_e\models\pretrained_clip.py
__call__,,"def __call__(self, batch_size: int, images: Optional[Iterable[Optional[
    ImageType]]]=None, texts: Optional[Iterable[Optional[str]]]=None,
    embeddings: Optional[Iterable[Optional[torch.Tensor]]]=None
    ) ->torch.Tensor:
    return self.model(batch_size=batch_size, images=images, texts=texts,
        embeddings=embeddings)
",point_e\models\pretrained_clip.py
embed_images,,"def embed_images(self, xs: Iterable[Optional[ImageType]]) ->torch.Tensor:
    with torch.no_grad():
        return self.model.embed_images(xs)
",point_e\models\pretrained_clip.py
embed_text,,"def embed_text(self, prompts: Iterable[str]) ->torch.Tensor:
    with torch.no_grad():
        return self.model.embed_text(prompts)
",point_e\models\pretrained_clip.py
embed_images_grid,,"def embed_images_grid(self, xs: Iterable[Optional[ImageType]]) ->torch.Tensor:
    with torch.no_grad():
        return self.model.embed_images_grid(xs)
",point_e\models\pretrained_clip.py
device,Get the device that should be used for input tensors.,"@property
@abstractmethod
def device(self) ->torch.device:
    """"""""""""
",point_e\models\sdf.py
default_batch_size,"Get a reasonable default number of query points for the model.
In some cases, this might be the only supported size.","@property
@abstractmethod
def default_batch_size(self) ->int:
    """"""""""""
",point_e\models\sdf.py
encode_point_clouds,"Encode a batch of point clouds to cache part of the SDF calculation
done by forward().

:param point_clouds: a batch of [batch x 3 x N] points.
:return: a state representing the encoded point cloud batch.","@abstractmethod
def encode_point_clouds(self, point_clouds: torch.Tensor) ->Dict[str, torch
    .Tensor]:
    """"""""""""
",point_e\models\sdf.py
forward,"Predict the SDF at the coordinates x, given a batch of point clouds.

Either point_clouds or encoded should be passed. Only exactly one of
these arguments should be None.

:param x: a [batch x 3 x N'] tensor of query points.
:param point_clouds: a [batch x 3 x N] batch of point clouds.
:param encoded: the result of calling encode_point_clouds().
:return: a [batch x N'] tensor of SDF predictions.","def forward(self, x: torch.Tensor, point_clouds: Optional[torch.Tensor]=
    None, encoded: Optional[Dict[str, torch.Tensor]]=None) ->torch.Tensor:
    """"""""""""
    assert point_clouds is not None or encoded is not None
    assert point_clouds is None or encoded is None
    if point_clouds is not None:
        encoded = self.encode_point_clouds(point_clouds)
    return self.predict_sdf(x, encoded)
",point_e\models\sdf.py
predict_sdf,"Predict the SDF at the query points given the encoded point clouds.

Each query point should be treated independently, only conditioning on
the point clouds themselves.","@abstractmethod
def predict_sdf(self, x: torch.Tensor, encoded: Optional[Dict[str, torch.
    Tensor]]) ->torch.Tensor:
    """"""""""""
",point_e\models\sdf.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_ctx: int=
    4096, width: int=512, encoder_layers: int=12, encoder_heads: int=8,
    decoder_layers: int=4, decoder_heads: int=8, init_scale: float=0.25):
    super().__init__()
    self._device = device
    self.n_ctx = n_ctx
    self.encoder_input_proj = nn.Linear(3, width, device=device, dtype=dtype)
    self.encoder = Transformer(device=device, dtype=dtype, n_ctx=n_ctx,
        width=width, layers=encoder_layers, heads=encoder_heads, init_scale
        =init_scale)
    self.decoder_input_proj = nn.Linear(3, width, device=device, dtype=dtype)
    self.decoder = SimplePerceiver(device=device, dtype=dtype, n_data=n_ctx,
        width=width, layers=decoder_layers, heads=decoder_heads, init_scale
        =init_scale)
    self.ln_post = nn.LayerNorm(width, device=device, dtype=dtype)
    self.output_proj = nn.Linear(width, 1, device=device, dtype=dtype)
",point_e\models\sdf.py
device,,"@property
def device(self) ->torch.device:
    return self._device
",point_e\models\sdf.py
default_batch_size,,"@property
def default_batch_size(self) ->int:
    return self.n_query
",point_e\models\sdf.py
encode_point_clouds,,"def encode_point_clouds(self, point_clouds: torch.Tensor) ->Dict[str, torch
    .Tensor]:
    h = self.encoder_input_proj(point_clouds.permute(0, 2, 1))
    h = self.encoder(h)
    return dict(latents=h)
",point_e\models\sdf.py
predict_sdf,,"def predict_sdf(self, x: torch.Tensor, encoded: Optional[Dict[str, torch.
    Tensor]]) ->torch.Tensor:
    data = encoded['latents']
    x = self.decoder_input_proj(x.permute(0, 2, 1))
    x = self.decoder(x, data)
    x = self.ln_post(x)
    x = self.output_proj(x)
    return x[..., 0]
",point_e\models\sdf.py
init_linear,,"def init_linear(l, stddev):
    nn.init.normal_(l.weight, std=stddev)
    if l.bias is not None:
        nn.init.constant_(l.bias, 0.0)
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, n_ctx: int,
    width: int, heads: int, init_scale: float):
    super().__init__()
    self.n_ctx = n_ctx
    self.width = width
    self.heads = heads
    self.c_qkv = nn.Linear(width, width * 3, device=device, dtype=dtype)
    self.c_proj = nn.Linear(width, width, device=device, dtype=dtype)
    self.attention = QKVMultiheadAttention(device=device, dtype=dtype,
        heads=heads, n_ctx=n_ctx)
    init_linear(self.c_qkv, init_scale)
    init_linear(self.c_proj, init_scale)
",point_e\models\transformer.py
forward,,"def forward(self, x):
    x = self.c_qkv(x)
    x = checkpoint(self.attention, (x,), (), True)
    x = self.c_proj(x)
    return x
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, width: int,
    init_scale: float):
    super().__init__()
    self.width = width
    self.c_fc = nn.Linear(width, width * 4, device=device, dtype=dtype)
    self.c_proj = nn.Linear(width * 4, width, device=device, dtype=dtype)
    self.gelu = nn.GELU()
    init_linear(self.c_fc, init_scale)
    init_linear(self.c_proj, init_scale)
",point_e\models\transformer.py
forward,,"def forward(self, x):
    return self.c_proj(self.gelu(self.c_fc(x)))
",point_e\models\transformer.py
__init__,,"def __init__(self, *, device: torch.device, dtype: torch.dtype, heads: int,
    n_ctx: int):
    super().__init__()
    self.device = device
    self.dtype = dtype
    self.heads = heads
    self.n_ctx = n_ctx
",point_e\models\transformer.py
